Eye Probability,Eye State,Mouth Probability,Mouth State,Fatigue Stage,Fatigue Level
0.00015027365589048713,Closed,0.14887398481369019,No Yawn,2,Severe Fatigue
0.0011785714887082577,Closed,0.15390434861183167,No Yawn,2,Severe Fatigue
0.001148498267866671,Closed,0.21117447316646576,No Yawn,2,Severe Fatigue
0.0014282077318057418,Closed,0.1953742653131485,No Yawn,2,Severe Fatigue
0.0025841158349066973,Closed,0.08149883896112442,No Yawn,2,Severe Fatigue
0.000812651589512825,Closed,0.12803328037261963,No Yawn,2,Severe Fatigue
9.931890235748142e-05,Closed,0.1015244722366333,No Yawn,2,Severe Fatigue
1.9853978301398456e-06,Closed,0.14965903759002686,No Yawn,2,Severe Fatigue
0.020636696368455887,Closed,0.12076257169246674,No Yawn,2,Severe Fatigue
0.001914039021357894,Closed,0.37705540657043457,No Yawn,2,Severe Fatigue
1.9265748051111586e-05,Closed,0.1429430991411209,No Yawn,2,Severe Fatigue
5.804083684779471e-06,Closed,0.1397436112165451,No Yawn,2,Severe Fatigue
0.0016213901108130813,Closed,0.11017192900180817,No Yawn,2,Severe Fatigue
0.0004136637435294688,Closed,0.12493065744638443,No Yawn,2,Severe Fatigue
5.764455636381172e-06,Closed,0.3491901159286499,No Yawn,2,Severe Fatigue
0.0003091383841820061,Closed,0.1633804440498352,No Yawn,2,Severe Fatigue
0.0005885297432541847,Closed,0.1685829907655716,No Yawn,2,Severe Fatigue
0.0039988630451262,Closed,0.10306170582771301,No Yawn,2,Severe Fatigue
0.00010708691843319684,Closed,0.17872345447540283,No Yawn,2,Severe Fatigue
0.07356535643339157,Closed,0.3505137264728546,No Yawn,2,Severe Fatigue
0.000785019772592932,Closed,0.3078394830226898,No Yawn,2,Severe Fatigue
0.056609880179166794,Closed,0.5777949690818787,Yawn,2,Severe Fatigue
5.910480103921145e-05,Closed,0.7745699286460876,Yawn,2,Severe Fatigue
0.0005268038366921246,Closed,0.4638347923755646,No Yawn,2,Severe Fatigue
9.523556218482554e-05,Closed,0.5509151220321655,Yawn,2,Severe Fatigue
8.596864063292742e-06,Closed,0.5485199689865112,Yawn,2,Severe Fatigue
0.001260450342670083,Closed,0.5114434957504272,Yawn,2,Severe Fatigue
0.11930816620588303,Closed,0.5413058400154114,Yawn,2,Severe Fatigue
0.000711754139047116,Closed,0.6487311124801636,Yawn,2,Severe Fatigue
0.00010703576117521152,Closed,0.4579053521156311,No Yawn,2,Severe Fatigue
0.00014758692122995853,Closed,0.5601632595062256,Yawn,2,Severe Fatigue
0.0012336757499724627,Closed,0.2627090513706207,No Yawn,2,Severe Fatigue
0.00030251708813011646,Closed,0.478950172662735,No Yawn,2,Severe Fatigue
0.020599553361535072,Closed,0.3509282171726227,No Yawn,2,Severe Fatigue
1.942633207363542e-05,Closed,0.23950864374637604,No Yawn,2,Severe Fatigue
0.00011796858598245308,Closed,0.43684205412864685,No Yawn,2,Severe Fatigue
2.9951501346658915e-05,Closed,0.2996395230293274,No Yawn,2,Severe Fatigue
0.002205000724643469,Closed,0.3848434090614319,No Yawn,2,Severe Fatigue
2.549572172938497e-06,Closed,0.17036257684230804,No Yawn,2,Severe Fatigue
2.1726448267145315e-06,Closed,0.31677335500717163,No Yawn,2,Severe Fatigue
0.0016806800849735737,Closed,0.06404726207256317,No Yawn,2,Severe Fatigue
0.0018358277156949043,Closed,0.057472530752420425,No Yawn,2,Severe Fatigue
0.11701873689889908,Closed,0.18091821670532227,No Yawn,2,Severe Fatigue
1.3096359907649457e-05,Closed,0.03318571299314499,No Yawn,2,Severe Fatigue
0.0003811056667473167,Closed,0.05749073997139931,No Yawn,2,Severe Fatigue
1.5684701793361455e-05,Closed,0.4857293963432312,No Yawn,2,Severe Fatigue
0.00027611051336862147,Closed,0.1514502614736557,No Yawn,2,Severe Fatigue
0.0006911323289386928,Closed,0.16078321635723114,No Yawn,2,Severe Fatigue
0.0006158635369502008,Closed,0.4508063495159149,No Yawn,2,Severe Fatigue
0.00021092448150739074,Closed,0.04555302858352661,No Yawn,2,Severe Fatigue
3.564689905033447e-05,Closed,0.11941388994455338,No Yawn,2,Severe Fatigue
9.189052798319608e-05,Closed,0.09388788044452667,No Yawn,2,Severe Fatigue
4.8449212044943124e-05,Closed,0.2596278786659241,No Yawn,2,Severe Fatigue
1.0695386663428508e-05,Closed,0.2025371640920639,No Yawn,2,Severe Fatigue
7.768050272716209e-05,Closed,0.18920613825321198,No Yawn,2,Severe Fatigue
0.000292187905870378,Closed,0.1034785807132721,No Yawn,2,Severe Fatigue
5.4250758694252e-05,Closed,0.43915238976478577,No Yawn,2,Severe Fatigue
0.003278288058936596,Closed,0.24207088351249695,No Yawn,2,Severe Fatigue
0.0016400142339989543,Closed,0.16043859720230103,No Yawn,2,Severe Fatigue
5.882168989046477e-05,Closed,0.1899903565645218,No Yawn,2,Severe Fatigue
0.00022337226255331188,Closed,0.4083346724510193,No Yawn,2,Severe Fatigue
7.29795146980905e-06,Closed,0.46112534403800964,No Yawn,2,Severe Fatigue
2.2005224309396e-06,Closed,0.10669493675231934,No Yawn,2,Severe Fatigue
0.00015014201926533133,Closed,0.25997912883758545,No Yawn,2,Severe Fatigue
0.00011419990187278017,Closed,0.08701097220182419,No Yawn,2,Severe Fatigue
8.714559226064011e-05,Closed,0.05952046811580658,No Yawn,2,Severe Fatigue
1.7671029127086513e-05,Closed,0.06542731076478958,No Yawn,2,Severe Fatigue
0.00015894448733888566,Closed,0.08410918712615967,No Yawn,2,Severe Fatigue
0.01311709824949503,Closed,0.1515732705593109,No Yawn,2,Severe Fatigue
6.32745650364086e-06,Closed,0.21181875467300415,No Yawn,2,Severe Fatigue
0.00020009168656542897,Closed,0.2116488665342331,No Yawn,2,Severe Fatigue
0.9999880790710449,Open,0.6706084609031677,Yawn,1,Mild Fatigue
0.9999986886978149,Open,0.7596501111984253,Yawn,1,Mild Fatigue
1.0,Open,0.9994317889213562,Yawn,1,Mild Fatigue
0.9998568296432495,Open,0.9983575940132141,Yawn,1,Mild Fatigue
0.999992847442627,Open,0.9998067021369934,Yawn,1,Mild Fatigue
1.0,Open,0.1015392392873764,No Yawn,0,Alert
0.9999992847442627,Open,0.06130627915263176,No Yawn,0,Alert
0.9999994039535522,Open,0.9997078776359558,Yawn,1,Mild Fatigue
1.0,Open,0.9996793270111084,Yawn,1,Mild Fatigue
0.9981182813644409,Open,0.9996397495269775,Yawn,1,Mild Fatigue
1.0,Open,0.9997914433479309,Yawn,1,Mild Fatigue
0.9999996423721313,Open,0.9988503456115723,Yawn,1,Mild Fatigue
0.9999740123748779,Open,0.3577690124511719,No Yawn,0,Alert
0.9999998807907104,Open,0.9996166229248047,Yawn,1,Mild Fatigue
0.9999997615814209,Open,0.9996696710586548,Yawn,1,Mild Fatigue
0.9999994039535522,Open,0.7230508923530579,Yawn,1,Mild Fatigue
0.9976401329040527,Open,0.7274549603462219,Yawn,1,Mild Fatigue
0.9999980926513672,Open,0.5410802364349365,Yawn,1,Mild Fatigue
0.9999977350234985,Open,0.6744185090065002,Yawn,1,Mild Fatigue
0.9999639987945557,Open,0.8065966367721558,Yawn,1,Mild Fatigue
0.9999974966049194,Open,0.6583558917045593,Yawn,1,Mild Fatigue
0.9996023774147034,Open,0.447268009185791,No Yawn,0,Alert
0.9999728202819824,Open,0.3311961889266968,No Yawn,0,Alert
0.9999998807907104,Open,0.699063241481781,Yawn,1,Mild Fatigue
0.9999984502792358,Open,0.41899293661117554,No Yawn,0,Alert
0.9999985694885254,Open,0.994495689868927,Yawn,1,Mild Fatigue
0.9999995231628418,Open,0.5015006065368652,Yawn,1,Mild Fatigue
0.9999949932098389,Open,0.9714772701263428,Yawn,1,Mild Fatigue
0.9999901056289673,Open,0.2602088451385498,No Yawn,0,Alert
0.9999992847442627,Open,0.4458087384700775,No Yawn,0,Alert
0.9999992847442627,Open,0.24555563926696777,No Yawn,0,Alert
0.997969925403595,Open,0.7398720383644104,Yawn,1,Mild Fatigue
0.9999850988388062,Open,0.6732189655303955,Yawn,1,Mild Fatigue
1.0,Open,0.9955139756202698,Yawn,1,Mild Fatigue
0.9999979734420776,Open,0.6687820553779602,Yawn,1,Mild Fatigue
1.0,Open,0.8063505291938782,Yawn,1,Mild Fatigue
0.9999566078186035,Open,0.5812172293663025,Yawn,1,Mild Fatigue
0.9999997615814209,Open,0.4985911250114441,No Yawn,0,Alert
0.9999977350234985,Open,0.7684460282325745,Yawn,1,Mild Fatigue
0.9999803304672241,Open,0.5265328884124756,Yawn,1,Mild Fatigue
0.9999922513961792,Open,0.5234976410865784,Yawn,1,Mild Fatigue
0.9999346733093262,Open,0.6055625081062317,Yawn,1,Mild Fatigue
0.9999761581420898,Open,0.3261547088623047,No Yawn,0,Alert
0.9999978542327881,Open,0.4131375849246979,No Yawn,0,Alert
0.9999990463256836,Open,0.26923424005508423,No Yawn,0,Alert
0.999998927116394,Open,0.39670529961586,No Yawn,0,Alert
0.9999982118606567,Open,0.39045876264572144,No Yawn,0,Alert
0.9999998807907104,Open,0.394630491733551,No Yawn,0,Alert
0.9977328777313232,Open,0.154561385512352,No Yawn,0,Alert
0.999508261680603,Open,0.3679259121417999,No Yawn,0,Alert
0.995222270488739,Open,0.9929301142692566,Yawn,1,Mild Fatigue
0.9996564388275146,Open,0.9885426759719849,Yawn,1,Mild Fatigue
0.9999996423721313,Open,0.9960053563117981,Yawn,1,Mild Fatigue
0.9999986886978149,Open,0.9870377779006958,Yawn,1,Mild Fatigue
0.9995535016059875,Open,0.3143055737018585,No Yawn,0,Alert
0.9999998807907104,Open,0.9982613921165466,Yawn,1,Mild Fatigue
0.9999923706054688,Open,0.9995015859603882,Yawn,1,Mild Fatigue
0.9999257326126099,Open,0.37669995427131653,No Yawn,0,Alert
0.9999991655349731,Open,0.17231743037700653,No Yawn,0,Alert
0.9999992847442627,Open,0.3016851246356964,No Yawn,0,Alert
0.9999939203262329,Open,0.6400560140609741,Yawn,1,Mild Fatigue
0.4285792410373688,Closed,0.23269525170326233,No Yawn,2,Severe Fatigue
1.0,Open,0.7274174094200134,Yawn,1,Mild Fatigue
0.9999842643737793,Open,0.34295791387557983,No Yawn,0,Alert
0.9999986886978149,Open,0.4222652316093445,No Yawn,0,Alert
1.0,Open,0.158632293343544,No Yawn,0,Alert
0.9999997615814209,Open,0.13576024770736694,No Yawn,0,Alert
0.9999998807907104,Open,0.2626989483833313,No Yawn,0,Alert
0.9999994039535522,Open,0.27878788113594055,No Yawn,0,Alert
1.0,Open,0.23194068670272827,No Yawn,0,Alert
0.9986323714256287,Open,0.2661460340023041,No Yawn,0,Alert
0.9999858140945435,Open,0.19864521920681,No Yawn,0,Alert
0.9999982118606567,Open,0.0759858712553978,No Yawn,0,Alert
0.9999294281005859,Open,0.3219280540943146,No Yawn,0,Alert
0.9998121857643127,Open,0.9959923624992371,Yawn,1,Mild Fatigue
0.9999676942825317,Open,0.16207659244537354,No Yawn,0,Alert
0.9999910593032837,Open,0.2880874574184418,No Yawn,0,Alert
1.0,Open,0.9972121119499207,Yawn,1,Mild Fatigue
0.9999868869781494,Open,0.3648533821105957,No Yawn,0,Alert
0.9999904632568359,Open,0.445631206035614,No Yawn,0,Alert
0.9932540059089661,Open,0.18190617859363556,No Yawn,0,Alert
0.9999929666519165,Open,0.2850620150566101,No Yawn,0,Alert
0.9999947547912598,Open,0.9979429841041565,Yawn,1,Mild Fatigue
0.9999996423721313,Open,0.4597310721874237,No Yawn,0,Alert
0.9998513460159302,Open,0.7297701835632324,Yawn,1,Mild Fatigue
0.9998575448989868,Open,0.43955373764038086,No Yawn,0,Alert
0.9999750852584839,Open,0.35595548152923584,No Yawn,0,Alert
0.9997774958610535,Open,0.38938310742378235,No Yawn,0,Alert
0.9998775720596313,Open,0.9970769882202148,Yawn,1,Mild Fatigue
0.9999954700469971,Open,0.9967556595802307,Yawn,1,Mild Fatigue
0.9959409236907959,Open,0.9996412992477417,Yawn,1,Mild Fatigue
0.9999994039535522,Open,0.4042527377605438,No Yawn,0,Alert
0.9996898174285889,Open,0.3877859115600586,No Yawn,0,Alert
1.0,Open,0.9973374009132385,Yawn,1,Mild Fatigue
0.9999991655349731,Open,0.516289472579956,Yawn,1,Mild Fatigue
0.9993765950202942,Open,0.9984710812568665,Yawn,1,Mild Fatigue
0.9998905658721924,Open,0.9993563294410706,Yawn,1,Mild Fatigue
0.999934196472168,Open,0.38197624683380127,No Yawn,0,Alert
0.9999978542327881,Open,0.40983742475509644,No Yawn,0,Alert
0.9999873638153076,Open,0.9999244213104248,Yawn,1,Mild Fatigue
0.9595895409584045,Open,0.9998786449432373,Yawn,1,Mild Fatigue
0.999996542930603,Open,0.9999566078186035,Yawn,1,Mild Fatigue
0.99998939037323,Open,0.9986710548400879,Yawn,1,Mild Fatigue
0.9969480633735657,Open,0.9868393540382385,Yawn,1,Mild Fatigue
0.9992212057113647,Open,0.9927773475646973,Yawn,1,Mild Fatigue
0.9999526739120483,Open,0.9931776523590088,Yawn,1,Mild Fatigue
0.9999905824661255,Open,0.9884109497070312,Yawn,1,Mild Fatigue
0.9999997615814209,Open,0.998309850692749,Yawn,1,Mild Fatigue
0.999998927116394,Open,0.9997658133506775,Yawn,1,Mild Fatigue
